cluster	term	term_clean	overlap	cluster_size	term_size	p	fold	hit_genes	BH_FDR
3	GOBP_RNA_SPLICING	Rna Splicing	4	4	14	0.001478494623655914	4.642857142857142	METTL14;METTL3;VIRMA;WTAP	0.106573933798194
2	GOBP_RRNA_METABOLIC_PROCESS	Rrna Metabolic Process	12	17	25	0.0021113400404509926	1.835294117647059	BUD23;DDX21;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP2;NOP58;TCOF1;TRMT112	0.106573933798194
2	GOBP_RIBOSOME_BIOGENESIS	Ribosome Biogenesis	12	17	26	0.0034852804115848408	1.7647058823529411	BUD23;DDX21;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP2;NOP58;TCOF1;TRMT112	0.106573933798194
2	GOBP_MATURATION_OF_SSU_RRNA	Maturation Of Ssu Rrna	5	17	6	0.0037458135025559658	3.186274509803922	EMG1;FBL;NAT10;NOP58;TRMT112	0.106573933798194
1	GOBP_TRNA_MODIFICATION	Trna Modification	13	21	24	0.004759963511688631	1.6765873015873016	ALKBH8;CTU1;DTWD1;ELP1;ELP3;FTSJ1;HSD17B10;METTL1;RPUSD4;THG1L;TRMT10C;TRMT5;URM1	0.106573933798194
1	GOBP_TRNA_METABOLIC_PROCESS	Trna Metabolic Process	14	21	27	0.005077422365000318	1.6049382716049385	ALKBH8;CTU1;DTWD1;ELP1;ELP3;FTSJ1;HSD17B10;METTL1;RPUSD4;THG1L;TP53RK;TRMT10C;TRMT5;URM1	0.106573933798194
1	GOBP_TRNA_PROCESSING	Trna Processing	14	21	27	0.005077422365000318	1.6049382716049385	ALKBH8;CTU1;DTWD1;ELP1;ELP3;FTSJ1;HSD17B10;METTL1;RPUSD4;THG1L;TP53RK;TRMT10C;TRMT5;URM1	0.106573933798194
2	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Ribonucleoprotein Complex Biogenesis	12	17	27	0.005561456972409319	1.6993464052287581	BUD23;DDX21;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP2;NOP58;TCOF1;TRMT112	0.106573933798194
3	GOBP_MRNA_MODIFICATION	Mrna Modification	3	4	9	0.0071339950372208425	5.416666666666666	METTL14;METTL3;WTAP	0.106573933798194
2	GOBP_RRNA_PROCESSING	Rrna Processing	11	17	24	0.007240717426017358	1.7524509803921569	BUD23;DDX21;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP2;NOP58;TRMT112	0.106573933798194
2	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Ribosomal Small Subunit Biogenesis	6	17	9	0.007419704251773	2.549019607843137	DIMT1;EMG1;FBL;NAT10;NOP58;TRMT112	0.106573933798194
3	GOBP_MRNA_PROCESSING	Mrna Processing	4	4	21	0.008839950372208439	3.095238095238095	METTL14;METTL3;VIRMA;WTAP	0.11084041083472194
3	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	Regulation Of Mrna Metabolic Process	3	4	10	0.010058489897199575	4.875	METTL14;METTL3;WTAP	0.11084041083472194
